ip,device
116436,7
116443,12
116453,1
116456,3
116460,4
116461,16
116462,6
116464,3
116469,6
116472,72
116474,1
116476,3
116477,2
116480,21
116481,3
116488,10
116499,14
116501,1
116504,3
116506,10
116511,11
116515,13
116516,15
116519,4
116530,35
116535,8
116539,3
116541,1
116542,15
116548,2
116550,2
116552,11
116554,7
116555,9
116557,22
116558,13
116562,7
116571,16
116574,5
116577,3
116578,4
116581,28
116588,5
116590,12
116591,21
116592,1
116597,13
116598,6
116600,6
116607,7
116609,21
116614,3
116616,34
116625,4
116642,4
116643,1
116644,27
116649,11
116651,17
116657,1
116660,5
116664,7
116669,5
116670,38
116672,1
116677,22
116681,23
116682,5
116689,5
116692,6
116696,56
116703,4
116706,25
116707,12
116708,18
116713,53
116715,6
116717,6
116718,12
116719,4
116725,25
116726,6
116727,25
116731,1
116732,2
116739,10
116740,29
116742,10
116743,28
116746,2
116752,25
116754,3
116759,2
116760,7
116762,7
116773,5
116779,23
116780,20
116781,12
116785,14
116788,3
116792,2
116793,18
116795,27
116810,12
116812,29
116821,6
116826,12
116827,17
116828,1
116831,47
116834,14
116836,30
116841,10
116847,10
116850,3
116851,8
116853,18
116864,5
116869,3
116870,34
116871,9
116878,10
116879,12
116880,5
116881,8
116882,3
116884,1
116887,1
116894,7
116896,29
116909,1
116913,11
116919,9
116925,10
116928,5
116931,5
116932,4
116935,31
116936,6
116938,3
116946,2
116947,4
116949,16
116950,6
116953,1
116955,6
116956,7
116960,7
116963,33
116964,3
116966,6
116973,2
116974,3
116976,6
116977,1
116978,12
116980,7
116987,14
116990,11
116992,21
117005,6
117006,7
117011,8
117012,6
117014,10
117018,3
117021,25
117033,12
117036,6
117038,6
117041,15
117045,13
117050,30
117054,7
117061,1
117064,2
117068,3
117072,5
117076,2
117078,22
117086,25
117087,4
117089,18
117094,4
117103,4
117110,1
117115,26
117117,2
117118,2
117122,11
117124,3
117127,7
117132,11
117134,2
117148,5
117151,4
117152,10
117155,16
117157,5
117163,1
117165,1
117167,5
117168,6
117171,2
117174,1
117180,1
117181,6
117186,6
117193,15
117196,7
117202,1
117206,25
117207,2
117208,4
117209,8
117222,1
117223,6
117226,9
117229,3
117235,3
117236,12
117242,3
117246,5
117247,4
117248,1
117269,12
117272,4
117278,2
117282,2
117287,1
117289,7
117291,4
117294,20
117295,15
117303,1
117313,14
117316,8
117318,3
117324,12
117325,2
117326,10
117327,4
117328,10
117331,10
117334,10
117345,4
117346,4
117352,6
117354,7
117356,1
117357,15
117358,3
117361,11
117365,19
117373,8
117374,1
117383,6
117389,23
117392,3
117396,1
117402,4
117407,11
117410,6
117411,12
117414,7
117417,3
117423,12
117427,3
117428,20
117431,7
117447,1
117450,2
117454,3
117463,19
117465,6
117470,5
117476,4
117481,3
117491,3
117495,12
117496,1
117497,9
117505,6
117506,14
117509,5
117524,19
117526,6
117527,1
117528,3
117529,6
117531,9
117551,1
117553,11
117559,11
117562,2
117574,7
117577,3
117579,8
117582,7
117595,7
117602,6
117605,21
117611,12
117637,9
117641,1
117643,9
117649,1
117651,9
117656,6
117658,9
117670,10
117673,4
117682,1
117685,5
117695,1
117698,2
117703,3
117712,14
117716,5
117722,5
117723,1
117725,4
117728,2
117735,1
117741,10
117753,4
117763,2
117767,1
117769,4
117774,2
117787,1
117790,1
117795,5
117800,4
117806,1
117807,3
117810,1
117812,1
117821,7
117830,5
117845,3
117854,5
117857,1
117858,2
117859,3
117861,1
117867,128
117869,1
117878,1
117886,3
117898,145
117903,1
117911,3
117915,11
117921,2
117923,13
117930,3
117933,2
117939,4
117943,2
117944,15
117947,3
117948,5
117950,5
117960,2
117962,5
117964,3
117968,2
117979,14
117989,9
117993,9
117997,7
118003,2
118011,6
118017,2
118018,8
118019,4
118031,3
118042,11
118044,20
118048,7
118049,0
118056,15
118057,3
118060,1
118061,6
118064,1
118065,14
118068,10
118069,1
118073,1
118079,8
118091,3
118094,10
118098,6
118101,16
118103,21
118106,6
118109,2
118115,18
118121,11
118123,72
118124,14
118125,18
118131,2
118137,14
118145,9
118146,59
118147,14
118154,18
118155,8
118157,18
118183,19
118189,4
118190,15
118192,13
118196,1
118208,9
118212,20
118215,4
118217,16
118222,3
118225,9
118227,14
118229,191
118231,2
118237,6
118238,16
118240,1
118244,1
118245,6
118247,9
118250,12
118252,180
118261,10
118262,2
118267,16
118271,17
118273,2
118277,2
118282,11
118284,187
118286,2
118289,1
118292,9
118294,3
118295,1
118298,1
118302,6
118306,2
118307,8
118311,13
118313,9
118315,186
118318,1
118320,13
118321,7
118324,21
118334,4
118337,3
118338,3
118339,176
118340,4
118346,2
118349,19
118357,11
118367,172
118376,7
118383,9
118393,79
118394,1
118397,2
118400,3
118404,2
118406,1
118408,6
118410,3
118412,66
118420,2
118426,10
118429,1
118440,63
118441,6
118442,9
118444,8
118448,1
118457,4
118458,9
118469,6
118474,8
118475,83
118479,2
118489,1
118494,11
118497,5
118502,1
118511,11
118512,65
118525,1
118526,10
118530,1
118532,14
118534,62
118543,9
118551,6
118562,20
118563,69
118578,8
118582,17
118585,1
118590,10
118597,60
118598,8
118605,2
118607,10
118609,1
118616,8
118624,23
118625,67
118627,1
118630,12
118634,10
118639,3
118642,5
118647,22
118648,64
118653,12
118658,18
118659,6
118663,19
118673,1
118674,1
118682,5
118690,7
118696,23
118697,3
118700,2
118716,3
118722,12
118724,13
118725,3
118727,11
118728,23
118735,9
118736,1
118742,7
118744,13
118748,1
118752,9
118753,4
118755,11
118756,28
118760,16
118765,11
118770,3
118771,5
118776,8
118781,2
118784,10
118788,10
118794,2
118797,10
118803,2
118807,7
118809,10
118810,7
118812,2
118825,1
118837,2
118840,4
118844,22
118847,4
118849,3
118853,2
118856,8
118861,1
118866,29
118867,4
118872,3
118873,1
118878,6
118879,6
118881,7
118884,2
118886,9
118891,2
118894,10
118897,2
118903,14
118904,1
118909,8
118917,18
118919,3
118920,9
118925,5
118927,9
118928,3
118930,24
118932,13
118935,11
118937,5
118942,1
118950,21
118952,2
118953,1
118956,15
118960,1
118963,4
118967,3
118970,6
118971,4
118973,19
118975,14
118977,4
118991,13
118995,23
119002,7
119005,20
119006,4
119008,9
119010,9
119020,9
119021,5
119024,7
119028,7
119031,5
119037,7
119039,11
119040,16
119042,15
119050,15
119055,12
119056,4
119058,4
119060,4
119067,2
119078,10
119079,3
119083,21
119086,2
119089,2
119093,11
119096,4
119097,6
119099,18
119107,1
119109,1
119111,4
119119,9
119125,12
119127,18
119131,4
119136,5
119137,5
119138,18
119139,4
119141,2
119142,2
119149,17
119161,1
119162,9
119163,1
119165,6
119166,18
119167,9
119176,10
119177,1
119179,14
119181,7
119185,4
119186,2
119188,2
119191,17
119193,14
119198,13
119200,2
119202,23
119204,11
119215,3
119216,2
119217,12
119220,12
119222,13
119231,1
119233,15
119236,18
119238,19
119239,1
119241,4
119244,2
119247,2
119248,3
119251,9
119252,6
119258,2
119262,38
119268,13
119274,1
119275,2
119278,22
119280,7
119282,1
119283,11
119284,52
119285,10
119286,12
119289,467
119297,20
119302,5
119303,17
119304,46
119306,3
119313,33
119314,3
119315,6
119317,36
119318,22
119319,7
119326,4
119330,15
119331,3
119332,5
119335,1
119337,7
119341,4
119343,4
119344,4
119345,5
119346,7
119347,41
119348,12
119349,381
119350,19
119353,5
119356,17
119357,5
119362,11
119364,9
119368,2
119369,410
119372,5
119375,10
119377,38
119378,21
119379,9
119381,7
119383,2
119384,2
119388,1
119391,13
119393,12
119395,13
119396,1
119405,31
119413,10
119421,1
119422,14
119423,10
119425,3
119434,22
119436,24
119437,5
119441,1
119455,15
119460,21
119468,1
119469,2
119473,16
119476,5
119479,30
119480,3
119483,6
119488,12
119490,10
119491,4
119496,1
119498,13
119502,32
119507,7
119512,1
119513,1
119517,3
119521,2
119524,18
119526,9
119529,18
119530,29
119531,371
119539,6
119540,7
119542,2
119545,16
119548,4
119549,1
119552,11
119558,14
119560,8
119563,10
119564,1
119569,23
119573,1
119574,16
119579,10
119582,1
119583,24
119585,14
119589,5
119591,7
119592,17
119593,27
119597,3
119602,5
119604,1
119605,1
119607,4
119608,3
119613,3
119614,14
119617,7
119620,1
119625,10
119626,13
119628,27
119633,13
119634,17
119638,8
119643,2
119653,1
119654,19
119664,4
119665,8
119667,5
119670,2
119677,6
119679,7
119687,1
119688,13
119693,6
119697,3
119698,12
119699,3
119714,3
119715,26
119718,8
119723,18
119724,13
119726,6
119734,64
119736,2
119739,3
119740,1
119742,3
119750,2
119754,1
119757,12
119758,30
119759,1
119760,70
119765,2
119774,4
119784,2
119792,10
119793,2
119795,12
119798,61
119804,10
119805,1
119813,4
119816,4
119818,38
119819,1
119821,1
119823,11
119824,6
119829,2
119830,4
119842,2
119844,9
119848,42
119850,15
119851,14
119852,9
119853,5
119856,4
119862,1
119863,21
119864,7
119868,17
119869,1
119870,62
119878,6
119880,3
119885,30
119887,1
119893,32
119894,3
119901,58
119905,2
119906,2
119907,3
119908,15
119910,4
119912,1
119913,15
119920,11
119921,10
119929,23
119930,7
119933,5
119934,57
119938,4
119940,3
119942,4
119944,3
119952,2
119957,2
119960,4
119965,6
119966,1
119967,2
119972,3
119974,1
119985,26
119987,6
119990,4
119992,3
119995,3
120000,2
120005,5
120006,2
120012,23
120018,4
120019,5
120024,11
120027,4
120029,1
120038,12
120043,1
120046,5
120047,28
120051,17
120052,2
120053,1
120055,1
120056,3
120060,2
120065,2
120069,8
120074,5
120075,47
120084,1
120086,2
120087,10
120088,5
120091,5
120093,2
120099,1
120111,9
120112,68
120119,9
120123,7
120126,3
120127,1
120131,2
120135,9
120136,1
120137,3
120138,3
120139,6
120141,5
120146,10
120147,1
120148,9
120159,6
120163,8
120165,4
120175,2
120179,6
120185,6
120190,10
120194,1
120195,40
120197,3
120198,8
120202,18
120203,10
120205,1
120207,1
120211,1
120212,3
120215,10
120220,10
120221,16
120224,8
120228,1
120233,1
120245,7
120247,1
120259,2
120269,8
120270,4
120277,14
120282,5
120283,26
120288,10
120293,4
120299,11
120305,10
120311,9
120312,15
120317,23
120319,2
120329,3
120334,35
120335,5
120337,1
120338,6
120349,5
120360,5
120361,23
120365,11
120372,1
120377,4
120378,11
120385,38
120386,1
120391,9
120397,1
120398,26
120409,1
120410,4
120413,28
120414,5
120415,4
120417,4
120419,23
120425,26
120440,31
120444,10
120445,3
120452,32
120455,2
120458,4
120462,3
120468,39
120471,24
120481,27
120491,3
120502,10
120503,6
120510,24
120516,1
120532,8
120533,4
120538,29
120539,1
120545,3
120546,65
120551,4
120560,1
120561,1
120565,4
120567,20
120568,10
120575,22
120583,37
120587,2
120594,5
120597,13
120599,15
120600,5
120602,1
120603,30
120608,49
120609,1
120612,31
120613,14
120615,2
120617,4
120621,6
120623,18
120625,7
120626,1
120627,2
120628,1
120629,23
120638,44
120647,5
120655,6
120657,14
120659,10
120662,28
120663,18
120668,14
120669,26
120673,49
120687,2
120691,1
120693,2
120694,19
120695,1
120698,19
120699,9
120703,2
120705,3
120709,45
120720,5
120721,14
120726,9
120728,27
120729,6
120740,49
120744,34
120745,11
120753,16
120756,1
120757,6
120764,6
120767,1
120768,14
120775,42
120777,28
120780,1
120787,17
120789,6
120791,5
120794,5
120796,0
120799,1
120805,3
120818,18
120820,9
120822,30
120828,1
120834,4
120841,6
120844,24
120845,5
120848,1
120852,2
120855,57
120858,9
120872,3
120874,1
120881,2
120883,48
120885,4
120887,3
120897,7
120899,3
120901,13
120902,13
120909,6
120910,2
120911,3
120914,1
120916,3
120918,2
120922,1
120928,4
120929,2
120936,4
120940,14
120951,2
120956,1
120960,1
120962,13
120967,9
120971,2
120973,11
120980,3
120982,26
120984,3
120986,4
120990,1
120993,1
120998,4
121001,10
121002,14
121003,3
121004,7
121005,1
121012,11
121014,16
121015,1
121025,15
121026,4
121028,8
121030,4
121032,5
121034,1
121039,27
121047,2
121054,12
121055,21
121057,1
121058,4
121060,14
121062,3
121064,8
121067,17
121074,4
121076,4
121080,2
121084,2
121087,23
121091,13
121092,12
121094,23
121095,40
121097,1
121099,2
121101,25
121105,1
121107,11
121108,3
121111,6
121115,2
121121,3
121122,2
121127,15
121129,4
121130,22
121131,9
121133,1
121136,11
121137,2
121144,4
121145,2
121146,2
121152,2
121159,5
121161,3
121162,1
121163,42
121165,1
121172,2
121173,2
121176,30
121178,2
121179,10
121182,2
121184,2
121187,40
121190,3
121191,3
121196,7
121197,7
121200,1
121202,1
121204,1
121205,3
121207,1
121209,14
121213,3
121215,2
121216,29
121219,1
121224,1
121228,11
121231,1
121235,5
121238,3
121239,11
121243,27
121247,20
121256,8
121259,7
121267,16
121269,25
121275,1
121276,1
121277,35
121278,57
121287,7
121288,1
121289,1
121291,14
121293,6
121296,25
121300,2
121302,25
121303,59
121307,5
121308,3
121310,8
121312,6
121313,4
121322,29
121330,20
121332,21
121333,5
121338,3
121339,12
121341,1
121342,3
121343,3
121344,1
121345,1
121346,5
121347,5
121349,14
121352,25
121357,20
121359,25
121362,2
121365,4
121366,3
121368,9
121375,3
121376,13
121377,4
121380,8
121382,3
121384,18
121386,5
121391,23
121392,26
121399,3
121401,4
121408,16
121413,6
121418,8
121419,16
121425,33
121427,1
121428,25
121429,4
121435,11
121440,14
121442,5
121449,11
121455,10
121461,26
121471,11
121472,233
121473,12
121475,39
121476,7
121479,8
121486,29
121487,1
121488,1
121492,9
121496,6
121504,2
121505,30
121506,2
121510,6
121526,2
121528,11
121530,7
121533,6
121536,1
121541,4
121544,10
121549,3
121553,13
121556,4
121557,7
121559,7
121561,6
121562,2
121564,2
121566,2
121579,4
121582,10
121588,1
121594,2
121597,5
121600,3
121608,4
121616,11
121626,5
121632,1
121637,11
121643,4
121644,1
121646,16
121654,9
121655,31
121656,8
121663,6
121674,9
121679,35
121683,12
121685,5
121687,1
121692,8
121697,27
121700,2
121701,1
121710,13
121718,6
121728,24
121735,2
121741,10
121742,1
121750,8
121754,2
121759,4
121767,18
121768,5
121783,4
121786,5
121787,3
121798,6
121806,17
121807,2
121813,1
121815,9
121819,26
121828,1
121831,7
121833,1
121835,6
121837,4
121838,3
121839,42
121840,1
121843,1
121845,17
121846,1
121848,34
121851,11
121861,13
121862,3
121866,1
121867,4
121871,4
121872,4
121876,6
121879,22
121885,10
121894,17
121899,1
121905,7
121909,36
121916,26
121919,2
121925,2
121927,7
121928,20
121938,6
121941,1
121942,39
121948,23
121951,2
121961,3
121963,20
121966,7
121971,4
121972,1
121976,1
121979,24
121984,2
121989,2
121994,10
121996,8
121998,5
122002,1
122003,4
122008,25
122009,2
122010,16
122016,8
122018,5
122020,12
122027,22
122032,7
122034,5
122036,6
122038,61
122042,27
122044,7
122046,3
122048,14
122049,1
122050,15
122054,2
122076,4
122087,23
122101,9
122110,16
122116,3
122118,1
122123,2
122129,2
122132,10
122140,9
122145,2
122154,2
122155,2
122160,4
122170,2
122174,3
122175,3
122176,4
122178,2
122186,5
122192,4
122199,12
122203,5
122205,1
122207,9
122212,14
122218,15
122224,9
122226,1
122227,13
122228,1
122230,1
122231,9
122232,2
122238,2
122242,10
122243,20
122249,5
122251,2
122252,1
122253,8
122254,14
122261,3
122277,4
122279,1
122282,9
122283,10
122288,7
122292,17
122293,1
122294,4
122300,1
122309,7
122311,12
122312,4
122327,8
122330,9
122345,14
122346,56
122354,6
122357,28
122358,4
122361,22
122363,6
122365,8
122377,16
122381,9
122382,12
122383,31
122387,1
122388,21
122393,6
122410,12
122411,42
122412,22
122415,6
122416,3
122417,7
122428,10
122429,28
122430,2
122431,12
122432,4
122448,3
122452,7
122453,5
122460,13
122462,34
122463,14
122476,2
122479,5
122488,1
122489,7
122493,5
122494,11
122495,27
122496,9
122502,2
122503,5
122516,8
122517,25
122529,11
122536,10
122547,3
122548,27
122549,1
122561,4
122568,12
122581,3
122582,18
122583,6
122593,2
122597,2
122604,3
122614,2
122616,5
122623,10
122627,8
122632,4
122641,3
122644,5
122653,3
122654,3
122656,7
122667,10
122671,10
122673,6
122674,2
122675,4
122676,8
122677,1
122678,2
122679,25
122683,6
122686,3
122688,7
122691,1
122694,3
122696,4
122701,7
122703,17
122706,17
122710,2
122711,29
122723,5
122726,3
122728,1
122729,12
122731,6
122733,2
122736,13
122741,6
122744,6
122745,1
122747,7
122752,1
122755,1
122760,16
122762,7
122764,15
122768,1
122769,2
122777,23
122779,2
122788,19
122790,9
122792,8
122793,8
122803,10
122805,2
122807,3
122812,2
122813,1
122820,8
122822,3
122824,4
122830,13
122835,2
122839,2
122841,1
122850,1
122856,8
122857,20
122861,6
122868,3
122871,6
122873,0
122874,5
122876,1
122879,3
122880,26
122886,1
122891,4
122893,10
122896,3
122904,1
122906,19
122907,6
122910,11
122912,19
122914,1
122916,2
122921,2
122931,6
122932,1
122934,4
122938,1
122940,10
122941,6
122943,3
122944,6
122948,3
122949,16
122957,2
122960,6
122963,1
122965,1
122972,15
122981,3
122982,22
122991,8
122996,4
122997,6
122998,4
123004,4
123012,3
123027,1
123028,1
123029,1
123035,1
123039,2
123040,2
123047,7
123066,4
123070,12
123080,2
123085,1
123090,2
123093,2
123100,9
123112,1
123115,1
123130,15
123131,1
123145,6
123150,1
123152,14
123154,1
123158,2
123178,3
123181,8
123186,2
123206,1
123209,1
123212,15
123214,4
123221,5
123236,3
123239,16
123245,1
123246,4
123248,1
123253,3
123258,7
123260,3
123262,1
123273,1
123276,33
123283,4
123284,1
123295,1
123300,1
123316,8
123318,16
123333,3
123335,8
123340,16
123345,1
123347,1
123348,4
123350,13
123353,6
123354,2
123357,5
123361,2
123375,8
123378,16
123382,3
123384,1
123387,12
123400,2
123413,2
123414,9
123416,8
123429,9
123438,11
123441,2
123450,4
123456,1
123457,14
123474,6
123478,4
123483,12
123495,3
123497,2
123503,4
123515,1
123517,1
123522,2
123531,15
123535,2
123538,2
123549,6
123561,1
123562,1
123563,2
123572,11
123577,13
123585,2
123586,8
123591,6
123592,3
123596,66
123598,6
123604,5
123606,1
123607,42
123609,11
123619,13
123621,7
123623,81
123626,9
123635,47
123637,20
123642,3
123647,9
123650,13
123652,3
123654,76
123658,2
123659,5
123663,12
123667,1
123668,2
123671,17
123673,14
123674,3
123675,9
123681,59
123690,10
123692,4
123695,11
123696,2
123697,13
123699,7
123701,63
123703,43
123708,7
123709,45
123711,8
123712,1
123715,4
123716,3
123718,7
123721,8
123722,13
123729,66
123733,45
123739,35
123745,14
123749,9
123751,16
123753,4
123754,15
123757,9
123759,65
123763,47
123764,1
123774,3
123776,6
123777,5
123778,1
123788,77
123792,2
123794,36
123803,9
123805,3
123809,11
123813,19
123817,10
123819,43
123826,4
123827,17
123829,19
123831,14
123832,12
123837,49
123839,40
123840,7
123842,12
123843,37
123844,3
123846,6
123852,3
123855,9
123856,4
123859,16
123861,9
123866,13
123871,46
123872,88
123874,12
123876,8
123878,49
123881,9
123883,5
123885,10
123886,2
123889,37
123894,11
123895,4
123896,33
123901,23
123903,12
123904,47
123907,34
123908,101
123912,6
123917,34
123920,3
123923,17
123924,51
123933,3
123938,17
123940,50
123944,8
123945,27
123947,9
123948,23
123949,10
123952,11
123955,45
123958,24
123963,1
123967,1
123973,7
123974,41
123976,11
123977,17
123978,3
123979,13
123980,19
123984,42
123990,4
123993,12
123994,513
123996,1
123998,5
124000,3
124001,8
124002,25
124004,6
124006,33
124011,17
124012,16
124013,6
124016,10
124018,3
124024,4
124025,6
124028,8
124032,20
124033,29
124038,6
124041,24
124045,15
124047,11
124054,7
124056,1
124064,26
124065,14
124066,15
124073,3
124074,2
124089,2
124095,9
124096,18
124098,14
124099,12
124101,9
124113,2
124125,2
124128,11
124132,9
124135,24
124136,9
124139,11
124146,6
124153,24
124156,25
124160,1
124163,5
124166,43
124170,18
124172,26
124187,29
124195,11
124196,1
124198,37
124202,24
124210,27
124213,1
124219,33
124243,1
124245,22
124247,1
124250,11
124252,21
124258,2
124263,1
124264,9
124265,4
124267,15
124269,1
124285,29
124291,41
124294,16
124295,15
124298,1
124305,18
124307,21
124314,22
124317,22
124318,1
124319,1
124320,8
124325,16
124339,3
124348,26
124355,1
124358,4
124372,1
124375,26
124384,43
124390,1
124392,6
124393,8
124403,5
124409,19
124414,41
124420,6
124423,19
124427,1
124433,2
124439,28
124445,17
124446,51
124449,7
124450,13
124459,21
124462,26
124468,2
124470,18
124471,28
124472,2
124473,10
124478,16
124479,23
124480,13
124483,11
124484,1
124485,18
124490,1
124495,4
124496,3
124498,3
124499,1
124515,3
124519,19
124520,6
124526,5
124528,14
124538,3
124540,37
124541,30
124542,1
124545,3
124549,2
124551,20
124554,2
124555,1
124557,1
124572,6
124574,29
124576,47
124579,9
124581,1
124585,1
124589,4
124591,11
124592,2
124596,4
124598,3
124607,5
124608,41
124611,1
124613,7
124614,2
124615,2
124618,1
124623,1
124624,1
124628,7
124630,1
124631,1
124635,19
124642,1
124643,2
124649,31
124651,4
124652,11
124663,6
124667,4
124668,2
124670,5
124671,2
124677,8
124678,14
124680,2
124684,15
124686,37
124688,5
124691,5
124699,3
124700,8
124703,1
124708,10
124710,3
124714,4
124715,11
124723,7
124724,31
124726,9
124728,5
124734,2
124735,1
124738,3
124739,5
124741,3
124750,16
124755,6
124759,1
124761,9
124763,33
124765,30
124766,6
124768,35
124769,10
124772,4
124775,3
124778,10
124780,3
124781,8
124783,18
124786,5
124789,5
124792,5
124794,42
124796,1
124797,27
124799,7
124802,4
124804,4
124806,2
124809,23
124812,2
124814,12
124815,1
124818,6
124819,16
124821,12
124825,10
124832,1
124833,2
124836,9
124840,4
124842,14
124844,11
124849,6
124850,3
124852,3
124871,7
124872,1
124873,3
124876,8
124877,8
124882,8
124883,40
124890,1
124897,50
124900,9
124901,1
124903,5
124904,14
124910,8
124911,33
124924,62
124925,1
124927,8
124932,7
124936,36
124938,23
124945,6
124946,9
124947,1
124953,42
124962,11
124969,7
124971,2
124973,44
124976,34
124979,3
124985,49
124995,13
124999,1
125004,45
125008,11
125013,2
125022,9
125027,4
125036,35
125041,4
125042,41
125045,5
125047,4
125050,35
125058,4
125061,5
125062,36
125068,7
125070,32
125077,5
125081,6
125100,30
125104,2
125106,2
125108,35
125116,4
125124,3
125125,27
125129,34
125140,4
125141,50
125146,1
125149,4
125151,27
125152,3
125169,45
125175,24
125190,36
125201,2
125204,31
125205,29
125216,1
125217,47
125222,384
125225,1
125227,5
125232,27
125233,31
125239,1
125241,35
125251,6
125252,2
125257,2
125259,3
125260,29
125261,32
125271,41
125275,1
125283,5
125285,6
125286,26
125288,37
125292,14
125294,1
125295,44
125302,2
125305,3
125307,5
125312,47
125313,1
125319,7
125321,2
125322,44
125330,2
125337,7
125338,3
125339,30
125340,3
125343,10
125344,2
125346,7
125347,2
125348,3
125355,16
125362,35
125363,5
125371,6
125375,3
125380,1
125385,23
125396,35
125397,5
125400,1
125401,5
125404,1
125409,25
125422,3
125423,32
125425,7
125430,2
125432,18
125434,7
125435,2
125436,29
125439,3
125444,1
125446,32
125449,6
125452,1
125456,11
125458,1
125459,5
125460,17
125466,4
125469,4
125472,4
125473,3
125478,3
125481,18
125482,4
125485,7
125502,1
125507,2
125508,3
125510,16
125511,4
125513,5
125514,4
125517,8
125520,1
125522,1
125524,2
125525,4
125527,4
125528,3
125538,3
125541,1
125542,14
125544,1
125549,3
125551,8
125565,5
125571,19
125580,26
125581,6
125583,3
125592,4
125593,28
125600,5
125603,7
125608,29
125610,6
125612,7
125613,1
125621,22
125623,2
125629,4
125631,4
125632,1
125646,18
125648,3
125652,5
125660,4
125670,10
125671,4
125672,1
125673,1
125676,10
125679,8
125680,14
125691,1
125711,12
125719,9
125726,1
125727,1
125730,19
125736,19
125748,10
125751,16
125753,1
125756,2
125760,9
125762,1
125764,19
125775,6
125776,1
125777,2
125780,5
125781,9
125782,5
125785,1
125791,1
125795,1
125796,27
125798,7
125801,3
125815,21
125817,9
125818,11
125821,1
125827,27
125833,22
125837,1
125839,1
125842,11
125844,3
125848,8
125849,1
125853,2
125857,5
125859,4
125860,4
125865,7
125874,9
125877,4
125878,11
125887,1
125888,9
125889,2
125895,9
125896,7
125897,21
125901,2
125902,1
125912,2
125915,26
125917,1
125920,6
125921,7
125923,1
125928,12
125934,16
125935,3
125937,14
125939,7
125945,5
125951,1
125953,3
125954,21
125962,15
125963,1
125972,2
125984,4
125990,2
125995,1
126011,5
126019,3
126020,5
126027,3
126029,8
126033,3
126036,6
126042,13
126045,1
126053,5
126067,4
126071,1
126076,1
126079,11
126080,4
126087,1
126089,2
126092,17
126093,2
126096,6
126121,7
126129,4
126130,3
126150,9
126160,4
126168,6
126178,15
126191,1
126195,6
126196,6
126200,9
126201,8
126204,3
126205,4
126209,7
126210,7
126221,4
126222,2
126229,1
126230,6
126237,8
126242,5
126249,1
126251,3
126252,1
126254,1
126263,5
126269,4
126270,1
126271,4
126278,1
126281,1
126285,3
126286,1
126287,2
126297,10
126300,3
126301,1
126302,6
126306,12
126307,4
126308,10
126320,9
126321,7
126330,7
126331,6
126335,15
126339,15
126344,4
126348,4
126349,6
126353,3
126356,6
126361,8
126362,2
126363,10
126366,1
126370,2
126371,9
126379,7
126386,3
126388,5
126400,2
126401,14
126403,1
126408,2
126410,9
126411,7
126414,7
126416,6
126418,1
126419,1
126429,1
126433,1
126438,1
126439,1
126447,3
126456,1
126460,2
126461,26
126466,4
126469,2
126477,2
126479,2
126483,12
126491,7
126499,1
126504,6
126505,10
126513,6
126519,3
126528,1
126533,3
126534,2
126535,1
126536,1
126539,3
126540,3
126545,1
126551,1
126553,9
126564,1
126565,3
126569,4
126575,1
126581,9
126586,1
126605,2
126609,4
126611,1
126613,1
126615,1
126626,3
126630,1
126638,1
126654,1
126657,1
126659,1
126670,1
126671,1
126673,4
126677,14
126686,1
126687,12
126693,3
126695,3
126697,1
126701,6
126703,3
126704,3
126706,1
126719,1
126727,2
126730,1
126734,1
126740,4
126749,6
126751,6
126755,9
126757,12
126760,1
126765,1
126767,5
126784,1
126786,7
126788,1
126791,3
126798,1
126799,1
126800,1
126801,0
126802,3
126803,5
126805,1
126811,1
126816,6
126817,1
126820,1
126822,1
126826,1
126830,1
126831,1
126839,1
126842,1
126843,2
126849,5
126850,3
126851,1
126854,2
126856,1
126859,4
126865,2
126866,9
126868,1
126869,6
126870,1
126883,2
126885,0
126888,2
126890,1
126896,1
126898,1
126905,1
126906,8
126916,1
126918,9
126920,1
126925,1
126930,2
126937,2
126957,1
126961,11
126964,2
126968,1
126973,3
126981,0
126985,4
126992,2
127001,2
127017,1
127020,1
127025,5
127032,1
127034,3
127042,2
127048,2
127052,6
127053,1
127057,6
127070,2
127072,2
127077,1
127081,39
127082,4
127086,1
127088,11
127089,1
127100,4
127101,1
127103,1
127107,2
127114,1
127118,5
127120,1
127121,1
127125,14
127126,0
127131,2
127135,1
127137,7
127138,1
127141,1
127149,1
127150,2
127152,2
127160,3
127164,1
127173,7
127177,1
127180,1
127181,7
127183,1
127184,1
127193,5
127198,4
127201,5
127203,2
127210,1
127213,1
127219,4
127220,14
127221,3
127225,1
127226,1
127227,8
127233,4
127238,1
127239,3
127241,1
127242,1
127245,12
127251,2
127254,3
127255,3
127256,1
127263,1
127289,1
127292,1
127295,1
127296,1
127297,2
127302,6
127307,3
127315,3
127319,1
127320,4
127321,5
127322,1
127332,1
127339,1
127341,1
127351,10
127354,2
127358,1
127360,7
127370,1
127375,3
127379,2
127380,4
127388,1
127389,1
127391,1
127401,2
127407,1
127414,2
127416,1
127421,1
127425,3
127435,6
127445,2
127446,3
127449,9
127455,2
127459,4
127471,1
127475,1
127477,14
127484,2
127490,2
127493,8
127495,3
127497,4
127499,1
127505,5
127509,8
127512,2
127519,4
127525,7
127526,3
127529,1
127531,14
127536,6
127537,4
127538,7
127545,2
127546,12
127556,4
127559,5
127562,0
127566,6
127574,3
